timestamp,count,window
2020-01-24 02:00:00+02:00,0,1
2020-01-25 02:00:00+02:00,0,1
2020-01-26 02:00:00+02:00,1190,1
2020-01-27 02:00:00+02:00,912,1
2020-01-28 02:00:00+02:00,1108,1
2020-01-29 02:00:00+02:00,779,1
2020-01-30 02:00:00+02:00,949,1
2020-01-31 02:00:00+02:00,0,1
2020-02-01 02:00:00+02:00,0,1
2020-02-02 02:00:00+02:00,1049,1
2020-02-03 02:00:00+02:00,1025,1
2020-02-04 02:00:00+02:00,1209,1
2020-02-05 02:00:00+02:00,827,1
2020-02-06 02:00:00+02:00,924,1
2020-02-07 02:00:00+02:00,0,1
2020-02-08 02:00:00+02:00,0,1
2020-02-09 02:00:00+02:00,1650,1
2020-02-10 02:00:00+02:00,1583,1
2020-02-11 02:00:00+02:00,1963,1
2020-02-12 02:00:00+02:00,1251,1
2020-02-13 02:00:00+02:00,1380,1
2020-02-14 02:00:00+02:00,0,1
2020-02-15 02:00:00+02:00,0,1
2020-02-16 02:00:00+02:00,1686,1
2020-02-17 02:00:00+02:00,1536,1
2020-02-18 02:00:00+02:00,1886,1
2020-02-19 02:00:00+02:00,880,1
2020-02-20 02:00:00+02:00,1506,1
2020-02-21 02:00:00+02:00,0,1
2020-02-22 02:00:00+02:00,0,1
2020-02-23 02:00:00+02:00,1676,1
2020-02-24 02:00:00+02:00,1606,1
2020-02-25 02:00:00+02:00,2078,1
2020-02-26 02:00:00+02:00,1155,1
2020-02-27 02:00:00+02:00,1500,1
2020-02-28 02:00:00+02:00,0,1
2020-02-29 02:00:00+02:00,0,1
2020-03-01 02:00:00+02:00,1756,1
2020-03-02 02:00:00+02:00,1692,1
2020-03-03 02:00:00+02:00,1998,1
2020-03-04 02:00:00+02:00,1542,1
2020-03-05 02:00:00+02:00,1283,1
2020-03-06 02:00:00+02:00,0,1
2020-03-07 02:00:00+02:00,0,1
2020-03-08 02:00:00+02:00,766,1
2020-03-09 02:00:00+02:00,1599,1
2020-03-10 02:00:00+02:00,381,1
2020-03-11 02:00:00+02:00,573,1
2020-03-12 02:00:00+02:00,0,1
2020-03-13 02:00:00+02:00,0,1
2020-03-14 02:00:00+02:00,0,1
2020-03-15 02:00:00+02:00,1267,1
2020-03-16 02:00:00+02:00,1202,1
2020-03-17 02:00:00+02:00,1131,1
2020-03-18 02:00:00+02:00,516,1
2020-03-19 02:00:00+02:00,754,1
2020-03-20 02:00:00+02:00,0,1
2020-03-21 02:00:00+02:00,0,1
2020-03-22 02:00:00+02:00,792,1
2020-03-23 02:00:00+02:00,880,1
2020-03-24 02:00:00+02:00,871,1
2020-03-25 02:00:00+02:00,323,1
2020-03-26 02:00:00+02:00,370,1
2020-03-27 02:00:00+02:00,0,1
2020-03-28 02:00:00+02:00,0,1
2020-03-29 02:00:00+02:00,839,1
2020-03-30 02:00:00+02:00,919,1
2020-03-31 02:00:00+02:00,959,1
2020-04-01 02:00:00+02:00,332,1
2020-04-02 02:00:00+02:00,491,1
2020-04-03 02:00:00+02:00,0,1
2020-04-04 02:00:00+02:00,0,1
2020-04-05 02:00:00+02:00,848,1
2020-04-06 02:00:00+02:00,854,1
2020-04-07 02:00:00+02:00,890,1
2020-04-08 02:00:00+02:00,343,1
2020-04-09 02:00:00+02:00,494,1
2020-04-10 02:00:00+02:00,0,1
2020-04-11 02:00:00+02:00,0,1
2020-04-12 02:00:00+02:00,246,1
2020-04-13 02:00:00+02:00,1029,1
2020-04-14 02:00:00+02:00,1126,1
2020-04-15 02:00:00+02:00,394,1
2020-04-16 02:00:00+02:00,0,1
2020-04-17 02:00:00+02:00,0,1
2020-04-18 02:00:00+02:00,0,1
2020-04-19 02:00:00+02:00,0,1
2020-04-20 02:00:00+02:00,0,1
2020-04-21 02:00:00+02:00,1303,1
2020-04-22 02:00:00+02:00,406,1
2020-04-23 02:00:00+02:00,705,1
2020-04-24 02:00:00+02:00,0,1
2020-04-25 02:00:00+02:00,0,1
2020-04-26 02:00:00+02:00,1133,1
2020-04-27 02:00:00+02:00,1215,1
2020-04-28 02:00:00+02:00,1288,1
2020-04-29 02:00:00+02:00,550,1
2020-04-30 02:00:00+02:00,829,1
2020-05-01 02:00:00+02:00,0,1
2020-05-02 02:00:00+02:00,0,1
2020-05-03 02:00:00+02:00,1131,1
2020-05-04 02:00:00+02:00,1097,1
2020-05-05 02:00:00+02:00,1082,1
2020-05-06 02:00:00+02:00,435,1
2020-05-07 02:00:00+02:00,820,1
2020-05-08 02:00:00+02:00,0,1
2020-05-09 02:00:00+02:00,0,1
2020-05-10 02:00:00+02:00,104,1
2020-05-11 02:00:00+02:00,1066,1
2020-05-12 02:00:00+02:00,1164,1
2020-05-13 02:00:00+02:00,520,1
2020-05-14 02:00:00+02:00,822,1
2020-05-15 02:00:00+02:00,0,1
2020-05-16 02:00:00+02:00,0,1
2020-05-17 02:00:00+02:00,1089,1
2020-05-18 02:00:00+02:00,1165,1
2020-05-19 02:00:00+02:00,1402,1
2020-05-20 02:00:00+02:00,606,1
2020-05-21 02:00:00+02:00,740,1
2020-05-22 02:00:00+02:00,0,1
2020-05-23 02:00:00+02:00,0,1
2020-05-24 02:00:00+02:00,0,1
2020-05-25 02:00:00+02:00,0,1
2020-05-26 02:00:00+02:00,0,1
2020-05-27 02:00:00+02:00,0,1
2020-05-28 02:00:00+02:00,0,1
2020-05-29 02:00:00+02:00,0,1
2020-05-30 02:00:00+02:00,0,1
2020-05-31 02:00:00+02:00,1191,1
2020-06-01 02:00:00+02:00,1312,1
2020-06-02 02:00:00+02:00,1333,1
2020-06-03 02:00:00+02:00,564,1
2020-06-04 02:00:00+02:00,1001,1
2020-06-05 02:00:00+02:00,0,1
2020-06-06 02:00:00+02:00,0,1
2020-06-07 02:00:00+02:00,1265,1
2020-06-08 02:00:00+02:00,1241,1
2020-06-09 02:00:00+02:00,1246,1
2020-06-10 02:00:00+02:00,497,1
2020-06-11 02:00:00+02:00,907,1
2020-06-12 02:00:00+02:00,0,1
2020-06-13 02:00:00+02:00,0,1
2020-06-14 02:00:00+02:00,974,1
2020-06-15 02:00:00+02:00,1059,1
2020-06-16 02:00:00+02:00,1005,1
2020-06-17 02:00:00+02:00,414,1
2020-06-18 02:00:00+02:00,827,1
2020-06-19 02:00:00+02:00,0,1
2020-06-20 02:00:00+02:00,0,1
2020-06-21 02:00:00+02:00,1173,1
2020-06-22 02:00:00+02:00,1216,1
2020-06-23 02:00:00+02:00,1272,1
2020-06-24 02:00:00+02:00,584,1
2020-06-25 02:00:00+02:00,1220,1
2020-06-26 02:00:00+02:00,0,1
2020-06-27 02:00:00+02:00,0,1
2020-06-28 02:00:00+02:00,1541,1
2020-06-29 02:00:00+02:00,1559,1
2020-06-30 02:00:00+02:00,0,1
2020-07-01 02:00:00+02:00,742,1
2020-07-02 02:00:00+02:00,1154,1
2020-07-03 02:00:00+02:00,0,1
2020-07-04 02:00:00+02:00,0,1
2020-07-05 02:00:00+02:00,1487,1
2020-07-06 02:00:00+02:00,1578,1
2020-07-07 02:00:00+02:00,1580,1
2020-07-08 02:00:00+02:00,768,1
2020-07-09 02:00:00+02:00,1142,1
2020-07-10 02:00:00+02:00,0,1
2020-07-11 02:00:00+02:00,0,1
2020-07-12 02:00:00+02:00,1531,1
2020-07-13 02:00:00+02:00,1552,1
2020-07-14 02:00:00+02:00,1658,1
2020-07-15 02:00:00+02:00,815,1
2020-07-16 02:00:00+02:00,1186,1
2020-07-17 02:00:00+02:00,0,1
2020-07-18 02:00:00+02:00,0,1
2020-07-19 02:00:00+02:00,1569,1
2020-07-20 02:00:00+02:00,1555,1
2020-07-21 02:00:00+02:00,1141,1
2020-07-22 02:00:00+02:00,785,1
2020-07-23 02:00:00+02:00,0,1
2020-07-24 02:00:00+02:00,0,1
2020-07-25 02:00:00+02:00,0,1
2020-07-26 02:00:00+02:00,2127,1
2020-07-27 02:00:00+02:00,2214,1
2020-07-28 02:00:00+02:00,1010,1
2020-07-29 02:00:00+02:00,792,1
2020-07-30 02:00:00+02:00,0,1
2020-07-31 02:00:00+02:00,0,1
2020-08-01 02:00:00+02:00,0,1
2020-08-02 02:00:00+02:00,0,1
2020-08-03 02:00:00+02:00,0,1
2020-08-04 02:00:00+02:00,1679,1
2020-08-05 02:00:00+02:00,926,1
2020-08-06 02:00:00+02:00,829,1
2020-08-07 02:00:00+02:00,0,1
2020-08-08 02:00:00+02:00,0,1
2020-08-09 02:00:00+02:00,1883,1
2020-08-10 02:00:00+02:00,2006,1
2020-08-11 02:00:00+02:00,2019,1
2020-08-12 02:00:00+02:00,1035,1
2020-08-13 02:00:00+02:00,1393,1
2020-08-14 02:00:00+02:00,0,1
2020-08-15 02:00:00+02:00,0,1
2020-08-16 02:00:00+02:00,1850,1
2020-08-17 02:00:00+02:00,1926,1
2020-08-18 02:00:00+02:00,1428,1
2020-08-19 02:00:00+02:00,921,1
2020-08-20 02:00:00+02:00,0,1
2020-08-21 02:00:00+02:00,0,1
2020-08-22 02:00:00+02:00,0,1
2020-08-23 02:00:00+02:00,1930,1
2020-08-24 02:00:00+02:00,1956,1
2020-08-25 02:00:00+02:00,2312,1
2020-08-26 02:00:00+02:00,1199,1
2020-08-27 02:00:00+02:00,1586,1
2020-08-28 02:00:00+02:00,0,1
2020-08-29 02:00:00+02:00,0,1
2020-08-30 02:00:00+02:00,2139,1
2020-08-31 02:00:00+02:00,2088,1
2020-09-01 02:00:00+02:00,1358,1
2020-09-02 02:00:00+02:00,1188,1
2020-09-03 02:00:00+02:00,1564,1
2020-09-04 02:00:00+02:00,0,1
2020-09-05 02:00:00+02:00,0,1
2020-09-06 02:00:00+02:00,1974,1
2020-09-07 02:00:00+02:00,2023,1
2020-09-08 02:00:00+02:00,2195,1
2020-09-09 02:00:00+02:00,128,1
2020-09-10 02:00:00+02:00,1504,1
2020-09-11 02:00:00+02:00,0,1
2020-09-12 02:00:00+02:00,0,1
2020-09-13 02:00:00+02:00,2017,1
2020-09-14 02:00:00+02:00,2027,1
2020-09-15 02:00:00+02:00,2465,1
2020-09-16 02:00:00+02:00,1309,1
2020-09-17 02:00:00+02:00,231,1
2020-09-18 02:00:00+02:00,0,1
2020-09-19 02:00:00+02:00,0,1
2020-09-20 02:00:00+02:00,0,1
2020-09-21 02:00:00+02:00,0,1
2020-09-22 02:00:00+02:00,1992,1
2020-09-23 02:00:00+02:00,1472,1
2020-09-24 02:00:00+02:00,1965,1
2020-09-25 02:00:00+02:00,0,1
2020-09-26 02:00:00+02:00,0,1
2020-09-27 02:00:00+02:00,2190,1
2020-09-28 02:00:00+02:00,508,1
2020-09-29 02:00:00+02:00,1527,1
2020-09-30 02:00:00+02:00,1585,1
2020-10-01 02:00:00+02:00,1893,1
2020-10-02 02:00:00+02:00,0,1
2020-10-03 02:00:00+02:00,0,1
2020-10-04 02:00:00+02:00,2117,1
2020-10-05 02:00:00+02:00,2259,1
2020-10-06 02:00:00+02:00,0,1
2020-10-07 02:00:00+02:00,1266,1
2020-10-08 02:00:00+02:00,1756,1
2020-10-09 02:00:00+02:00,0,1
2020-10-10 02:00:00+02:00,0,1
2020-10-11 02:00:00+02:00,2372,1
2020-10-12 02:00:00+02:00,2503,1
2020-10-13 02:00:00+02:00,2760,1
2020-10-14 02:00:00+02:00,1576,1
2020-10-15 02:00:00+02:00,1832,1
2020-10-16 02:00:00+02:00,0,1
2020-10-17 02:00:00+02:00,0,1
2020-10-18 02:00:00+02:00,2075,1
2020-10-19 02:00:00+02:00,2175,1
2020-10-20 02:00:00+02:00,2765,1
2020-10-21 02:00:00+02:00,1476,1
2020-10-22 02:00:00+02:00,1721,1
2020-10-23 02:00:00+02:00,0,1
2020-10-24 02:00:00+02:00,0,1
2020-10-25 02:00:00+02:00,2062,1
2020-10-26 02:00:00+02:00,2309,1
2020-10-27 02:00:00+02:00,2161,1
2020-10-28 02:00:00+02:00,1521,1
2020-10-29 02:00:00+02:00,0,1
2020-10-30 02:00:00+02:00,0,1
2020-10-31 02:00:00+02:00,0,1
2020-11-01 02:00:00+02:00,2084,1
2020-11-02 02:00:00+02:00,2153,1
2020-11-03 02:00:00+02:00,2908,1
2020-11-04 02:00:00+02:00,1550,1
2020-11-05 02:00:00+02:00,1787,1
2020-11-06 02:00:00+02:00,0,1
2020-11-07 02:00:00+02:00,0,1
2020-11-08 02:00:00+02:00,2115,1
2020-11-09 02:00:00+02:00,2128,1
2020-11-10 02:00:00+02:00,2748,1
2020-11-11 02:00:00+02:00,1629,1
2020-11-12 02:00:00+02:00,1802,1
2020-11-13 02:00:00+02:00,0,1
2020-11-14 02:00:00+02:00,0,1
2020-11-15 02:00:00+02:00,2111,1
2020-11-16 02:00:00+02:00,2151,1
2020-11-17 02:00:00+02:00,2949,1
2020-11-18 02:00:00+02:00,0,1
2020-11-19 02:00:00+02:00,0,1
2020-11-20 02:00:00+02:00,0,1
2020-11-21 02:00:00+02:00,0,1
2020-11-22 02:00:00+02:00,1808,1
2020-11-23 02:00:00+02:00,2122,1
2020-11-24 02:00:00+02:00,0,1
2020-11-25 02:00:00+02:00,0,1
2020-11-26 02:00:00+02:00,0,1
2020-11-27 02:00:00+02:00,0,1
2020-11-28 02:00:00+02:00,0,1
2020-11-29 02:00:00+02:00,2299,1
2020-11-30 02:00:00+02:00,2510,1
2020-12-01 02:00:00+02:00,3382,1
2020-12-02 02:00:00+02:00,2361,1
2020-12-03 02:00:00+02:00,2764,1
2020-12-04 02:00:00+02:00,0,1
2020-12-05 02:00:00+02:00,0,1
2020-12-06 02:00:00+02:00,2533,1
2020-12-07 02:00:00+02:00,2742,1
2020-12-08 02:00:00+02:00,4522,1
2020-12-09 02:00:00+02:00,3983,1
2020-12-10 02:00:00+02:00,3319,1
2020-12-11 02:00:00+02:00,0,1
2020-12-12 02:00:00+02:00,0,1
2020-12-13 02:00:00+02:00,2811,1
2020-12-14 02:00:00+02:00,2946,1
2020-12-15 02:00:00+02:00,4101,1
2020-12-16 02:00:00+02:00,3817,1
2020-12-17 02:00:00+02:00,3190,1
2020-12-18 02:00:00+02:00,0,1
2020-12-19 02:00:00+02:00,0,1
2020-12-20 02:00:00+02:00,2613,1
2020-12-21 02:00:00+02:00,2518,1
2020-12-22 02:00:00+02:00,3276,1
2020-12-23 02:00:00+02:00,2522,1
2020-12-24 02:00:00+02:00,2218,1
2020-12-25 02:00:00+02:00,0,1
2020-12-26 02:00:00+02:00,0,1
2020-12-27 02:00:00+02:00,2535,1
2020-12-28 02:00:00+02:00,2860,1
2020-12-29 02:00:00+02:00,3431,1
2020-12-30 02:00:00+02:00,2157,1
2020-12-31 02:00:00+02:00,1981,1
2021-01-01 02:00:00+02:00,0,1
2021-01-02 02:00:00+02:00,0,1
2021-01-03 02:00:00+02:00,2231,1
2021-01-04 02:00:00+02:00,2400,1
2021-01-05 02:00:00+02:00,2787,1
2021-01-06 02:00:00+02:00,2050,1
2021-01-07 02:00:00+02:00,0,1
2021-01-08 02:00:00+02:00,0,1
2021-01-09 02:00:00+02:00,0,1
2021-01-10 02:00:00+02:00,2140,1
2021-01-11 02:00:00+02:00,2099,1
2021-01-12 02:00:00+02:00,3032,1
2021-01-13 02:00:00+02:00,1832,1
2021-01-14 02:00:00+02:00,2129,1
2021-01-15 02:00:00+02:00,0,1
2021-01-16 02:00:00+02:00,0,1
2021-01-17 02:00:00+02:00,2068,1
2021-01-18 02:00:00+02:00,2239,1
2021-01-19 02:00:00+02:00,2820,1
2021-01-20 02:00:00+02:00,1618,1
2021-01-21 02:00:00+02:00,2112,1
2021-01-22 02:00:00+02:00,0,1
2021-01-23 02:00:00+02:00,0,1
2021-01-24 02:00:00+02:00,2159,1
2021-01-25 02:00:00+02:00,0,1
2021-01-26 02:00:00+02:00,2733,1
2021-01-27 02:00:00+02:00,1562,1
2021-01-28 02:00:00+02:00,0,1
2021-01-29 02:00:00+02:00,0,1
2021-01-30 02:00:00+02:00,0,1
2021-01-31 02:00:00+02:00,2367,1
2021-02-01 02:00:00+02:00,2345,1
2021-02-02 02:00:00+02:00,2712,1
2021-02-03 02:00:00+02:00,1846,1
2021-02-04 02:00:00+02:00,2160,1
2021-02-05 02:00:00+02:00,0,1
2021-02-06 02:00:00+02:00,0,1
2021-02-07 02:00:00+02:00,2248,1
2021-02-08 02:00:00+02:00,2293,1
2021-02-09 02:00:00+02:00,2855,1
2021-02-10 02:00:00+02:00,1627,1
2021-02-11 02:00:00+02:00,2139,1
2021-02-12 02:00:00+02:00,0,1
2021-02-13 02:00:00+02:00,0,1
2021-02-14 02:00:00+02:00,1753,1
2021-02-15 02:00:00+02:00,1548,1
2021-02-16 02:00:00+02:00,2662,1
2021-02-17 02:00:00+02:00,1458,1
2021-02-18 02:00:00+02:00,2067,1
2021-02-19 02:00:00+02:00,0,1
2021-02-20 02:00:00+02:00,0,1
2021-02-21 02:00:00+02:00,1831,1
2021-02-22 02:00:00+02:00,2222,1
2021-02-23 02:00:00+02:00,2583,1
2021-02-24 02:00:00+02:00,1616,1
2021-02-25 02:00:00+02:00,2013,1
2021-02-26 02:00:00+02:00,0,1
2021-02-27 02:00:00+02:00,0,1
2021-02-28 02:00:00+02:00,1988,1
2021-03-01 02:00:00+02:00,738,1
2021-03-02 02:00:00+02:00,2545,1
2021-03-03 02:00:00+02:00,1757,1
2021-03-04 02:00:00+02:00,1995,1
2021-03-05 02:00:00+02:00,0,1
2021-03-06 02:00:00+02:00,0,1
2021-03-07 02:00:00+02:00,2015,1
2021-03-08 02:00:00+02:00,1924,1
2021-03-09 02:00:00+02:00,2940,1
2021-03-10 02:00:00+02:00,2067,1
2021-03-11 02:00:00+02:00,2266,1
2021-03-12 02:00:00+02:00,0,1
2021-03-13 02:00:00+02:00,0,1
2021-03-14 02:00:00+02:00,2209,1
2021-03-15 02:00:00+02:00,2217,1
2021-03-16 02:00:00+02:00,3072,1
2021-03-17 02:00:00+02:00,1770,1
2021-03-18 02:00:00+02:00,2083,1
2021-03-19 02:00:00+02:00,0,1
2021-03-20 02:00:00+02:00,0,1
2021-03-21 02:00:00+02:00,2008,1
2021-03-22 02:00:00+02:00,2141,1
2021-03-23 02:00:00+02:00,3304,1
2021-03-24 02:00:00+02:00,147,1
2021-03-25 02:00:00+02:00,2059,1
2021-03-26 02:00:00+02:00,0,1
2021-03-27 02:00:00+02:00,0,1
2021-03-28 02:00:00+02:00,111,1
2021-03-29 02:00:00+02:00,0,1
2021-03-30 02:00:00+02:00,2206,1
2021-03-31 02:00:00+02:00,1848,1
2021-04-01 02:00:00+02:00,1946,1
2021-04-02 02:00:00+02:00,0,1
2021-04-03 02:00:00+02:00,0,1
2021-04-04 02:00:00+02:00,2244,1
2021-04-05 02:00:00+02:00,2273,1
2021-04-06 02:00:00+02:00,3183,1
2021-04-07 02:00:00+02:00,1634,1
2021-04-08 02:00:00+02:00,2317,1
2021-04-09 02:00:00+02:00,0,1
2021-04-10 02:00:00+02:00,0,1
2021-04-11 02:00:00+02:00,1155,1
2021-04-12 02:00:00+02:00,1501,1
2021-04-13 02:00:00+02:00,1999,1
2021-04-14 02:00:00+02:00,1104,1
2021-04-15 02:00:00+02:00,1468,1
2021-04-16 02:00:00+02:00,0,1
2021-04-17 02:00:00+02:00,0,1
2021-04-18 02:00:00+02:00,1688,1
2021-04-19 02:00:00+02:00,1824,1
2021-04-20 02:00:00+02:00,2475,1
2021-04-21 02:00:00+02:00,1206,1
2021-04-22 02:00:00+02:00,1620,1
2021-04-23 02:00:00+02:00,0,1
2021-04-24 02:00:00+02:00,0,1
2021-04-25 02:00:00+02:00,0,1
2021-04-26 02:00:00+02:00,2169,1
2021-04-27 02:00:00+02:00,2144,1
2021-04-28 02:00:00+02:00,1187,1
2021-04-29 02:00:00+02:00,0,1
2021-04-30 02:00:00+02:00,0,1
2021-05-01 02:00:00+02:00,0,1
2021-05-02 02:00:00+02:00,0,1
2021-05-03 02:00:00+02:00,0,1
2021-05-04 02:00:00+02:00,1927,1
2021-05-05 02:00:00+02:00,880,1
2021-05-06 02:00:00+02:00,1205,1
2021-05-07 02:00:00+02:00,0,1
2021-05-08 02:00:00+02:00,0,1
2021-05-09 02:00:00+02:00,1738,1
2021-05-10 02:00:00+02:00,1030,1
2021-05-11 02:00:00+02:00,919,1
2021-05-12 02:00:00+02:00,0,1
2021-05-13 02:00:00+02:00,0,1
2021-05-14 02:00:00+02:00,0,1
2021-05-15 02:00:00+02:00,0,1
2021-05-16 02:00:00+02:00,0,1
2021-05-17 02:00:00+02:00,1842,1
2021-05-18 02:00:00+02:00,2327,1
2021-05-19 02:00:00+02:00,1306,1
2021-05-20 02:00:00+02:00,1792,1
2021-05-21 02:00:00+02:00,0,1
2021-05-22 02:00:00+02:00,0,1
2021-05-23 02:00:00+02:00,1900,1
2021-05-24 02:00:00+02:00,1838,1
2021-05-25 02:00:00+02:00,2360,1
2021-05-26 02:00:00+02:00,1337,1
2021-05-27 02:00:00+02:00,1779,1
2021-05-28 02:00:00+02:00,0,1
2021-05-29 02:00:00+02:00,0,1
2021-05-30 02:00:00+02:00,2091,1
2021-05-31 02:00:00+02:00,2089,1
2021-06-01 02:00:00+02:00,2964,1
2021-06-02 02:00:00+02:00,2341,1
2021-06-03 02:00:00+02:00,2635,1
2021-06-04 02:00:00+02:00,0,1
2021-06-05 02:00:00+02:00,0,1
2021-06-06 02:00:00+02:00,2030,1
2021-06-07 02:00:00+02:00,1917,1
2021-06-08 02:00:00+02:00,2749,1
2021-06-09 02:00:00+02:00,1633,1
2021-06-10 02:00:00+02:00,1875,1
2021-06-11 02:00:00+02:00,0,1
2021-06-12 02:00:00+02:00,0,1
2021-06-13 02:00:00+02:00,2096,1
2021-06-14 02:00:00+02:00,2170,1
2021-06-15 02:00:00+02:00,3023,1
2021-06-16 02:00:00+02:00,1742,1
2021-06-17 02:00:00+02:00,1956,1
2021-06-18 02:00:00+02:00,0,1
2021-06-19 02:00:00+02:00,0,1
2021-06-20 02:00:00+02:00,569,1
2021-06-21 02:00:00+02:00,1097,1
2021-06-22 02:00:00+02:00,2935,1
2021-06-23 02:00:00+02:00,1665,1
2021-06-24 02:00:00+02:00,1895,1
2021-06-25 02:00:00+02:00,0,1
2021-06-26 02:00:00+02:00,0,1
2021-06-27 02:00:00+02:00,2193,1
2021-06-28 02:00:00+02:00,2458,1
2021-06-29 02:00:00+02:00,2299,1
2021-06-30 02:00:00+02:00,0,1
2021-07-01 02:00:00+02:00,0,1
2021-07-02 02:00:00+02:00,0,1
2021-07-03 02:00:00+02:00,0,1
2021-07-04 02:00:00+02:00,2276,1
2021-07-05 02:00:00+02:00,2521,1
